NumRecords,timeForLast100000Records(ms)
62600000,6031
62700000,6280
62800000,6637
62900000,7302
63000000,5985
63100000,6227
63200000,6102
63300000,5977
63400000,6064
63500000,6015
63600000,4932
63700000,5971
63800000,6400
63900000,6138
64000000,6481
64100000,5915
64200000,6456
64300000,6507
64400000,6261
64500000,6388
64600000,6229
64700000,6815
64800000,6277
64900000,6193
65000000,6647
65100000,6606
65200000,6985
65300000,7223
65400000,6528
65500000,6319
65600000,6450
65700000,6533
65800000,6641
65900000,6442
66000000,6351
66100000,6390
66200000,6664
66300000,6426
66400000,6268
66500000,6451
66600000,6475
66700000,9169
66800000,7014
66900000,6952
67000000,7385
67100000,7053
67200000,6577
67300000,6288
67400000,6951
67500000,6762
67600000,6823
67700000,6811
67800000,6706
67900000,6748
68000000,7000
68100000,6646
68200000,6965
68300000,6746
68400000,7315
68500000,6811
68600000,6731
68700000,7023
68800000,6877
68900000,6704
69000000,6943
69100000,6729
69200000,7003
69300000,7184
69400000,6903
69500000,6988
69600000,6628
69700000,6733
69800000,6545
69900000,6225
70000000,7052
70100000,6615
70200000,6046
70300000,6507
70400000,6451
70500000,6754
70600000,6923
70700000,6720
70800000,6985
70900000,7011
71000000,6788
71100000,6786
71200000,7214
71300000,6889
71400000,7075
71500000,6129
71600000,7228
71700000,7370
71800000,9880
71900000,7038
72000000,7917
72100000,7192
72200000,6901
72300000,7082
72400000,6934
72500000,7302
72600000,7286
72700000,7029
72800000,6750
72900000,7691
73000000,7264
73100000,6935
73200000,6981
73300000,7168
73400000,7429
73500000,7319
73600000,8149
73700000,7433
73800000,7453
73900000,7705
74000000,6765
74100000,7431
74200000,7137
74300000,7360
74400000,6897
74500000,7045
74600000,7014
74700000,6972
74800000,7261
74900000,7074
75000000,7435
75100000,7306
75200000,7091
75300000,7325
75400000,7202
75500000,6780
75600000,7080
75700000,7233
75800000,6971
75900000,7340
76000000,7355
76100000,7332
76200000,7014
76300000,7074
76400000,7011
76500000,7117
76600000,7403
76700000,9585
76800000,9323
76900000,8878
77000000,4865
77100000,3683
77200000,7519
77300000,5373
77400000,7381
77500000,7674
77600000,7793
77700000,7854
77800000,7576
77900000,7384
78000000,7827
78100000,7801
78200000,7527
78300000,7559
78400000,7504
78500000,6923
78600000,5542
78700000,7326
78800000,7077
78900000,7499
79000000,7114
79100000,7681
79200000,7429
79300000,7877
79400000,6866
79500000,7132
79600000,7532
79700000,8411
79800000,7804
79900000,7900
80000000,7632
80100000,8592
80200000,7611
80300000,6909
80400000,7459
80500000,7300
80600000,7075
80700000,7333
80800000,7386
80900000,7623
81000000,7597
81100000,8286
81200000,7719
81300000,6260
81400000,5479
81500000,7496
81600000,7354
81700000,7813
81800000,7779
81900000,7645
82000000,5938
82100000,7203
82200000,5796
82300000,55757
82400000,36129
82500000,29167
82600000,22677
82700000,22482
82800000,13827
82900000,14101
83000000,10628
83100000,7311
83200000,7148
83300000,5748
83400000,6557
83500000,6132
83600000,5955
83700000,5907
83800000,5600
83900000,5796
84000000,4600
84100000,4127
84200000,3657
84300000,4564
84400000,5368
84500000,5428
84600000,5300
84700000,5394
84800000,4872
84900000,4742
85000000,4530
85100000,3764
85200000,5263
85300000,5372
85400000,5078
85500000,5496
85600000,5339
85700000,5160
85800000,5120
85900000,5390
86000000,4968
86100000,4931
86200000,5059
86300000,5177
86400000,5323
86500000,5078
86600000,4959
86700000,5181
86800000,5081
86900000,5117
87000000,5071
87100000,5144
87200000,4765
87300000,5484
87400000,5080
87500000,5177
87600000,7192
87700000,5561
87800000,5521
87900000,5009
88000000,5431
88100000,5136
88200000,5224
88300000,4985
88400000,5257
88500000,5349
88600000,6132
88700000,5486
88800000,5422
88900000,5381
89000000,5470
89100000,4799
89200000,5482
89300000,5539
89400000,5402
89500000,5356
89600000,5110
89700000,5334
89800000,5481
89900000,5345
90000000,5035
90100000,5699
90200000,6035
90300000,5372
90400000,5316
90500000,5703
90600000,5475
90700000,5476
90800000,5103
90900000,5360
91000000,4991
91100000,5414
91200000,5372
91300000,5454
91400000,5257
91500000,5301
91600000,5325
91700000,4672
91800000,5387
91900000,5378
92000000,7078
92100000,5239
92200000,5182
92300000,5552
92400000,5204
92500000,5412
92600000,5174
92700000,4552
92800000,4551
92900000,5420
93000000,4685
93100000,4495
93200000,5100
93300000,5460
93400000,5088
93500000,5097
93600000,5518
93700000,5485
93800000,6394
93900000,6514
94000000,6280
94100000,7150
94200000,7178
94300000,8677
94400000,5692
94500000,6361
94600000,7822
94700000,7680
94800000,6842
94900000,5692
95000000,5515
95100000,5692
95200000,5627
95300000,5425
95400000,5812
95500000,5880
95600000,5576
95700000,5792
95800000,5515
95900000,5657
96000000,5236
96100000,5617
96200000,5282
96300000,5208
96400000,7079
96500000,5584
96600000,7667
96700000,5845
96800000,5764
96900000,6009
97000000,5838
97100000,5912
97200000,6314
97300000,6046
97400000,5920
97500000,5913
97600000,6345
97700000,6229
97800000,5562
97900000,6089
98000000,5708
98100000,6087
98200000,6096
98300000,5833
98400000,6062
98500000,5985
98600000,5686
98700000,6074
98800000,5947
98900000,5796
99000000,5478
99100000,5650
99200000,6410
99300000,5889
99400000,5634
99500000,5838
99600000,5461
99700000,5844
99800000,5818
99900000,5778
100000000,6345
100100000,5878
100200000,5850
100300000,5279
100400000,4782
100500000,5486
100600000,5774
100700000,5958
100800000,5375
100900000,5408
101000000,5654
101100000,5515
101200000,5760
101300000,5456
101400000,5607
101500000,5210
101600000,4688
101700000,4473
101800000,5534
101900000,5845
102000000,5872
102100000,5805
102200000,6295
102300000,6063
102400000,8089
102500000,6283
102600000,6437
102700000,6618
102800000,6151
102900000,6593
103000000,6534
103100000,6128
103200000,6885
103300000,6766
103400000,6755
103500000,7462
103600000,8527
103700000,6332
103800000,6293
103900000,5332
104000000,5579
104100000,5988
104200000,5142
104300000,5660
104400000,5975
104500000,6037
104600000,6163
104700000,6346
104800000,6078
104900000,6094
105000000,6328
105100000,6114
105200000,5904
105300000,6069
105400000,5986
105500000,6295
105600000,6055
105700000,6028
105800000,6378
105900000,5953
106000000,6463
106100000,5659
106200000,6087
106300000,6113
106400000,6533
106500000,6135
106600000,5906
106700000,5774
106800000,5777
106900000,6284
107000000,5719
107100000,5397
107200000,5526
107300000,6192
107400000,6544
107500000,6623
107600000,5939
107700000,5962
107800000,6140
107900000,9642
108000000,7251
108100000,6814
108200000,6344
108300000,6896
108400000,6959
108500000,6358
108600000,6954
108700000,6224
108800000,6179
108900000,6697
109000000,6408
109100000,5584
109200000,6718
109300000,6087
109400000,6663
109500000,6886
109600000,5207
109700000,5658
109800000,6230
109900000,6752
110000000,7029
110100000,6296
110200000,6340
110300000,6996
110400000,6109
110500000,6601
110600000,5640
110700000,5660
110800000,7073
110900000,7426
111000000,7175
111100000,6615
111200000,6430
111300000,6262
111400000,6469
111500000,6111
111600000,6395
111700000,6073
111800000,5931
111900000,5916
112000000,6369
112100000,6447
112200000,5020
112300000,4922
112400000,6518
112500000,6615
112600000,6925
112700000,6263
112800000,6537
112900000,6218
113000000,6521
113100000,6586
113200000,6673
113300000,9000
113400000,8365
113500000,8153
113600000,7380
113700000,7472
113800000,7136
113900000,7605
114000000,7460
114100000,9068
114200000,7521
114300000,7440
114400000,6583
114500000,6584
114600000,6537
114700000,6836
114800000,6687
114900000,6872
115000000,7224
115100000,6463
115200000,7774
115300000,6962
115400000,7426
115500000,6724
115600000,7098
115700000,6900
115800000,6988
115900000,6846
116000000,6636
116100000,6483
116200000,4971
116300000,6445
116400000,6585
116500000,6714
116600000,7062
116700000,6053
116800000,6745
116900000,6551
117000000,6548
117100000,6255
117200000,6953
117300000,6746
117400000,6687
117500000,6877
117600000,7018
117700000,6884
117800000,6559
117900000,6799
118000000,7530
118100000,7118
118200000,7085
118300000,9899
118400000,9744
118500000,8877
118600000,8436
118700000,7787
118800000,7734
118900000,7138
119000000,7843
119100000,7882
119200000,7739
119300000,7729
119400000,7636
119500000,7628
119600000,7377
119700000,7256
119800000,7867
119900000,6755
120000000,7219
120100000,6906
120200000,7456
120300000,8107
120400000,7492
120500000,6980
120600000,7200
120700000,7515
120800000,6979
120900000,8150
121000000,8384
121100000,7365
121200000,7075
121300000,7193
121400000,6886
121500000,6599
121600000,6942
121700000,6390
121800000,7392
121900000,8229
122000000,12612
122100000,12444
122200000,8679
122300000,8817
122400000,8315
122500000,7964
122600000,7747
122700000,7774
122800000,8021
122900000,8379
123000000,7220
123100000,8379
123200000,8697
123300000,8294
123400000,7756
123500000,7757
123600000,7634
123700000,7297
123800000,9572
123900000,12627
124000000,12525
124100000,12724
124200000,8201
124300000,9105
124400000,8475
124500000,8559
124600000,7519
124700000,8554
124800000,7403
124900000,4658
125000000,8954
125100000,7685
125200000,6602
125300000,6990
125400000,8016
125500000,7957
125600000,8141
125700000,7144
125800000,7943
125900000,7862
126000000,8333
126100000,14250
126200000,7203
126300000,7488
126400000,8704
126500000,8013
126600000,7799
126700000,7576
126800000,9924
126900000,7794
127000000,7070
127100000,7572
127200000,7750
127300000,6996
127400000,7579
127500000,7761
127600000,7780
127700000,8182
127800000,7865
127900000,7975
128000000,7943
128100000,7727
128200000,7456
128300000,7802
128400000,7656
128500000,5198
128600000,9689
128700000,9768
128800000,31833
128900000,15921
129000000,11414
129100000,10342
129200000,9807
129300000,9394
129400000,8888
129500000,8643
129600000,9203
129700000,8557
129800000,8669
129900000,9329
130000000,8626
130100000,8794
130166251,6652
