NumRecords,timeForLast100000Records(ms)
49500000,1128
49600000,1108
49700000,1120
49800000,1175
49900000,1178
50000000,1137
50100000,1137
50200000,1116
50300000,1142
50400000,1107
50500000,1118
50600000,1117
50700000,1148
50800000,1132
50900000,1124
51000000,1123
51100000,1141
51200000,1113
51300000,1089
51400000,1127
51500000,1145
51600000,1125
51700000,1106
51800000,1115
51900000,1110
52000000,1128
52100000,1178
52200000,1125
52300000,1127
52400000,1106
52500000,1153
52600000,1129
52700000,1112
52800000,1118
52900000,1141
53000000,1182
53100000,1132
53200000,1111
53300000,1128
53400000,1113
53500000,1147
53600000,1149
53700000,1133
53800000,1139
53900000,1121
54000000,1126
54100000,1131
54200000,1167
54300000,1120
54400000,1141
54500000,1137
54600000,1134
54700000,1130
54800000,1100
54900000,1134
55000000,1112
55100000,1135
55200000,1150
55300000,1201
55400000,1159
55500000,1127
55600000,1147
55700000,1130
55800000,1129
55900000,1131
56000000,1174
56100000,1114
56200000,1128
56300000,1136
56400000,1122
56500000,1106
56600000,1107
56700000,1129
56800000,1153
56900000,1150
57000000,1141
57100000,1118
57200000,1112
57300000,1129
57400000,1126
57500000,1147
57600000,1142
57700000,1178
57800000,1130
57900000,1128
58000000,1131
58100000,1126
58200000,1131
58300000,1168
58400000,1107
58500000,1138
58600000,1168
58700000,1117
58800000,1142
58900000,1104
59000000,1150
59100000,1126
59200000,1117
59300000,1107
59400000,1093
59500000,1065
59600000,1124
59700000,1100
59800000,1094
59900000,1146
60000000,1107
60100000,1091
60200000,1134
60300000,1104
60400000,1140
60500000,1114
60600000,1125
60700000,1140
60800000,1121
60900000,1116
61000000,1127
61100000,1133
61200000,1119
61300000,1152
61400000,1109
61500000,1159
61600000,1150
61700000,1142
61800000,1128
61900000,1135
62000000,1112
62100000,1135
62200000,1153
62300000,1144
62400000,1130
62500000,1120
62600000,1120
62700000,1100
62800000,1107
62900000,1142
63000000,1113
63100000,1133
63200000,1132
63300000,1103
63400000,1122
63500000,1108
63600000,1023
63700000,1100
63800000,1127
63900000,1117
64000000,1127
64100000,1108
64200000,1136
64300000,1148
64400000,1120
64500000,1131
64600000,1112
64700000,1127
64800000,1124
64900000,1145
65000000,1143
65100000,1115
65200000,1094
65300000,1112
65400000,1132
65500000,1137
65600000,1142
65700000,1145
65800000,1132
65900000,1126
66000000,1150
66100000,1122
66200000,1113
66300000,1145
66400000,1133
66500000,1120
66600000,1139
66700000,1148
66800000,1138
66900000,1139
67000000,1168
67100000,1101
67200000,1103
67300000,1083
67400000,1125
67500000,1142
67600000,1125
67700000,1117
67800000,1144
67900000,1177
68000000,1121
68100000,1107
68200000,1136
68300000,1127
68400000,1152
68500000,1115
68600000,1146
68700000,1139
68800000,1129
68900000,1120
69000000,1145
69100000,1128
69200000,1129
69300000,1157
69400000,1133
69500000,1166
69600000,1132
69700000,1124
69800000,1109
69900000,1105
70000000,1099
70100000,1139
70200000,1142
70300000,1116
70400000,1205
70500000,1129
70600000,1143
70700000,1118
70800000,1135
70900000,1119
71000000,1149
71100000,1135
71200000,1150
71300000,1135
71400000,1152
71500000,1110
71600000,1146
71700000,1138
71800000,1127
71900000,1117
72000000,1097
72100000,1129
72200000,1119
72300000,1143
72400000,1140
72500000,1133
72600000,1128
72700000,1127
72800000,1137
72900000,1132
73000000,1151
73100000,1128
73200000,1142
73300000,1139
73400000,1172
73500000,1134
73600000,1135
73700000,1178
73800000,1139
73900000,1158
74000000,1138
74100000,1142
74200000,1136
74300000,1136
74400000,1132
74500000,1127
74600000,1168
74700000,1121
74800000,1125
74900000,1145
75000000,1146
75100000,1147
75200000,1126
75300000,1143
75400000,1125
75500000,1132
75600000,1143
75700000,1107
75800000,1143
75900000,1141
76000000,1136
76100000,1142
76200000,1124
76300000,1152
76400000,1121
76500000,1136
76600000,1128
76700000,1124
76800000,1159
76900000,1132
77000000,1090
77100000,1066
77200000,1165
77300000,1122
77400000,1163
77500000,1117
77600000,1158
77700000,1138
77800000,1125
77900000,1105
78000000,1106
78100000,1129
78200000,1126
78300000,1138
78400000,1123
78500000,1112
78600000,1108
78700000,1119
78800000,1087
78900000,1117
79000000,1153
79100000,1145
79200000,1142
79300000,1127
79400000,1114
79500000,1121
79600000,1110
79700000,1126
79800000,1102
79900000,1194
80000000,1127
80100000,1142
80200000,1167
80300000,1231
80400000,1129
80500000,1169
80600000,1150
80700000,1149
80800000,1118
80900000,1132
81000000,1136
81100000,1095
81200000,1110
81300000,1052
81400000,997
81500000,1106
81600000,1180
81700000,1239
81800000,1216
81900000,1114
82000000,1029
82100000,1061
82200000,1007
82300000,1054
82400000,1078
82500000,1191
82600000,1082
82700000,1219
82800000,1226
82900000,1184
83000000,1129
83100000,1057
83200000,1050
83300000,1003
83400000,1102
83500000,1088
83600000,1154
83700000,1119
83800000,1194
83900000,1176
84000000,1157
84100000,1015
84200000,986
84300000,1187
84400000,1241
84500000,1211
84600000,1199
84700000,1248
84800000,1210
84900000,1099
85000000,1090
85100000,1057
85200000,1173
85300000,1205
85400000,1176
85500000,1228
85600000,1215
85700000,1320
85800000,1248
85900000,1236
86000000,1212
86100000,1223
86200000,1298
86300000,1215
86400000,1230
86500000,1302
86600000,1339
86700000,1232
86800000,1121
86900000,1099
87000000,1097
87100000,1083
87200000,1073
87300000,1216
87400000,1129
87500000,1187
87600000,1125
87700000,1092
87800000,1062
87900000,1062
88000000,1093
88100000,1184
88200000,1115
88300000,1098
88400000,1129
88500000,1229
88600000,1205
88700000,1095
88800000,1230
88900000,1285
89000000,1321
89100000,1151
89200000,1273
89300000,1116
89400000,1316
89500000,1320
89600000,1117
89700000,1224
89800000,1245
89900000,1150
90000000,1534
90100000,1297
90200000,1285
90300000,1199
90400000,1301
90500000,1163
90600000,1291
90700000,1191
90800000,1047
90900000,1097
91000000,1140
91100000,1499
91200000,1195
91300000,1321
91400000,1128
91500000,1133
91600000,1238
91700000,1079
91800000,1197
91900000,1213
92000000,1283
92100000,1084
92200000,1163
92300000,1111
92400000,1266
92500000,1243
92600000,1194
92700000,1111
92800000,1085
92900000,1149
93000000,1042
93100000,1046
93200000,1111
93300000,1102
93400000,1065
93500000,1076
93600000,1109
93700000,1106
93800000,1172
93900000,1141
94000000,1146
94100000,1207
94200000,1210
94300000,1251
94400000,1173
94500000,1166
94600000,1251
94700000,1219
94800000,1177
94900000,1136
95000000,1128
95100000,1147
95200000,1190
95300000,1114
95400000,1127
95500000,1137
95600000,1417
95700000,1126
95800000,1091
95900000,1117
96000000,1117
96100000,1116
96200000,1117
96300000,1100
96400000,1063
96500000,1100
96600000,1126
96700000,1118
96800000,1101
96900000,1128
97000000,1116
97100000,1115
97200000,1149
97300000,1124
97400000,1183
97500000,1135
97600000,1136
97700000,1149
97800000,1129
97900000,1154
98000000,1159
98100000,1099
98200000,1116
98300000,1094
98400000,1094
98500000,1502
98600000,1246
98700000,1393
98800000,1250
98900000,1104
99000000,1319
99100000,1368
99200000,1084
99300000,1091
99400000,1595
99500000,1216
99600000,1105
99700000,1090
99800000,1104
99900000,1198
100000000,1208
100100000,1219
100200000,1143
100300000,1081
100400000,1017
100500000,1124
100600000,1114
100700000,1124
100800000,1207
100900000,1256
101000000,1291
101100000,1153
101200000,1292
101300000,1092
101400000,1073
101500000,1180
101600000,1073
101700000,1202
101800000,1126
101900000,1130
102000000,1143
102100000,1111
102200000,1160
102300000,1220
102400000,1188
102500000,1125
102600000,1134
102700000,1103
102800000,1096
102900000,1163
103000000,1159
103100000,1109
103200000,1101
103300000,1108
103400000,1133
103500000,1103
103600000,1122
103700000,1105
103800000,1128
103900000,1081
104000000,1097
104100000,1126
104200000,1079
104300000,1135
104400000,1375
104500000,1110
104600000,1125
104700000,1178
104800000,1161
104900000,1242
105000000,1148
105100000,1127
105200000,1129
105300000,1254
105400000,1134
105500000,1216
105600000,1362
105700000,1313
105800000,1152
105900000,1094
106000000,1086
106100000,1229
106200000,1222
106300000,1225
106400000,1249
106500000,1188
106600000,1192
106700000,1115
106800000,1192
106900000,1166
107000000,1134
107100000,1075
107200000,1199
107300000,1140
107400000,1121
107500000,1162
107600000,1088
107700000,1152
107800000,1268
107900000,1179
108000000,1140
108100000,1205
108200000,1185
108300000,1228
108400000,1269
108500000,1214
108600000,1198
108700000,1243
108800000,1181
108900000,1174
109000000,1172
109100000,1119
109200000,1160
109300000,1105
109400000,1186
109500000,1192
109600000,1131
109700000,1137
109800000,1141
109900000,1195
110000000,1125
110100000,1138
110200000,1139
110300000,1177
110400000,1173
110500000,1157
110600000,1050
110700000,1011
110800000,1261
110900000,1144
111000000,1123
111100000,1262
111200000,1455
111300000,1388
111400000,1054
111500000,1095
111600000,1091
111700000,1090
111800000,1057
111900000,1041
112000000,1101
112100000,1087
112200000,1047
112300000,1042
112400000,1085
112500000,1134
112600000,1286
112700000,1281
112800000,1236
112900000,1423
113000000,1136
113100000,1327
113200000,1445
113300000,1755
113400000,1461
113500000,1295
113600000,1490
113700000,1114
113800000,1099
113900000,1105
114000000,1276
114100000,1073
114200000,1145
114300000,1247
114400000,1097
114500000,1087
114600000,1095
114700000,1067
114800000,1096
114900000,1034
115000000,1050
115100000,1040
115200000,1086
115300000,1112
115400000,1152
115500000,1107
115600000,1106
115700000,1115
115800000,1089
115900000,1131
116000000,1068
116100000,1078
116200000,963
116300000,1070
116400000,1101
116500000,1109
116600000,1383
116700000,1172
116800000,1087
116900000,1098
117000000,1527
117100000,1408
117200000,1104
117300000,1298
117400000,1101
117500000,1112
117600000,1119
117700000,1093
117800000,1103
117900000,1088
118000000,1095
118100000,1102
118200000,1103
118300000,1074
118400000,1231
118500000,1154
118600000,1124
118700000,1118
118800000,1086
118900000,1084
119000000,1103
119100000,1112
119200000,1115
119300000,1103
119400000,1124
119500000,1113
119600000,1112
119700000,1083
119800000,1113
119900000,1093
120000000,1099
120100000,1093
120200000,1108
120300000,1117
120400000,1097
120500000,1190
120600000,1284
120700000,1124
120800000,1148
120900000,1268
121000000,1158
121100000,1581
121200000,1178
121300000,1111
121400000,1096
121500000,1102
121600000,1119
121700000,1173
121800000,1365
121900000,1393
122000000,1075
122100000,1105
122200000,1063
122300000,1329
122400000,1119
122500000,1111
122600000,1104
122700000,1121
122800000,1102
122900000,1116
123000000,1144
123100000,1138
123200000,1152
123300000,1312
123400000,1245
123500000,1124
123600000,1124
123700000,1120
123800000,1117
123900000,1078
124000000,1029
124100000,1110
124200000,963
124300000,1055
124400000,1088
124500000,1054
124600000,1024
124700000,993
124800000,1059
124900000,906
125000000,1265
125100000,1286
125200000,1385
125300000,1057
125400000,1464
125500000,1280
125600000,1305
125700000,1338
125800000,1371
125900000,1319
126000000,1132
126100000,1201
126200000,1089
126300000,1087
126400000,1106
126500000,1113
126600000,1110
126700000,1108
126800000,1101
126900000,1073
127000000,1063
127100000,1291
127200000,1110
127300000,1086
127400000,1106
127500000,1105
127600000,1100
127700000,1112
127800000,1134
127900000,1197
128000000,1199
128100000,1106
128200000,1088
128300000,1185
128400000,1349
128500000,1034
128600000,1425
128700000,1377
128800000,1356
128900000,1066
129000000,1147
129100000,1103
129200000,1108
129300000,1097
129400000,1098
129500000,1059
129600000,1102
129700000,1106
129800000,1698
129900000,1255
130000000,1189
130100000,1256
130166251,751
